time,id,x,y,z,pitch,roll,yaw
2302.0849244659767,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.0973043590784,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.110989317298,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.13833567407,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.154185160063,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.167002592236,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.1914417631924,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.2059405855834,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.219806008041,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.232507744804,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.257371723652,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.272606952116,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.2854470163584,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.3016461711377,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.31366505567,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.3402093118057,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.3525984389707,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.364584999159,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.389481369406,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.4024378238246,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.4141040481627,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.440191681497,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.452101682313,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.464056801982,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.489163463004,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.5012359162793,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.513623408042,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.538384411484,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.555381093174,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.566939784214,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.580470206216,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.6078874180093,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.6201932970434,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.632634792477,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.6580133568496,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.670899948105,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.6822981694713,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.7079731039703,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.720601930283,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.732054772787,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.7447963654995,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.7745113065466,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.7875656252727,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.799435737543,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.8240133905783,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.8371973233297,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.8494225833565,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.8655303958803,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.891800958663,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.9045789856464,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.9188927421346,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.933846910484,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.9481597002596,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.972346308641,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.986281491816,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2302.9992541549727,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.0119205284864,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.0402039904147,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.053196818568,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.0645916806534,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.089483268559,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.1022836901248,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.114511325024,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.141362110153,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.1569024948403,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.171695658006,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.1875681551173,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.200390862301,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.2120666904375,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
2303.237310904078,4822465220516085177,141.7541046142578,-193.94186401367188,0.0,360.0,0.0,-358.5604248046875
