time,id,roadid,laneid,s
872.4286411409266,9719347412480410197,1,3,0.38277069091794624
872.4432550002821,9719347412480410197,1,3,0.38277069091794624
872.4700139206834,9719347412480410197,1,3,0.38277069091794624
872.4845509142615,9719347412480410197,1,3,0.38277069091794624
872.4983143010177,9719347412480410197,1,3,0.38277069091794624
872.5122531042434,9719347412480410197,1,3,0.38277069091794624
872.527172497008,9719347412480410197,1,3,0.38277069091794624
872.5541877974756,9719347412480410197,1,3,0.38277069091794624
872.5679790624417,9719347412480410197,1,3,0.38277069091794624
872.582543597091,9719347412480410197,1,3,0.38277069091794624
872.5955965309404,9719347412480410197,1,3,0.38277069091794624
872.6115011214279,9719347412480410197,1,3,0.38277069091794624
872.6261127139442,9719347412480410197,1,3,0.38277069091794624
872.6532916962169,9719347412480410197,1,3,0.38277069091794624
872.6674018534832,9719347412480410197,1,3,0.38277069091794624
872.6833589035086,9719347412480410197,1,3,0.38277069091794624
872.6962344856001,9719347412480410197,1,3,0.38277069091794624
872.711004584562,9719347412480410197,1,3,0.38277069091794624
872.7379773831926,9719347412480410197,1,3,0.38277069091794624
872.750917784404,9719347412480410197,1,3,0.38277069091794624
872.7684059883468,9719347412480410197,1,3,0.38277069091794624
872.7832564632408,9719347412480410197,1,3,0.38277069091794624
872.7971891066991,9719347412480410197,1,3,0.38277069091794624
872.8122880379669,9719347412480410197,1,3,0.38277069091794624
872.8375516650267,9719347412480410197,1,3,0.38277069091794624
872.8518444844522,9719347412480410197,1,3,0.38277069091794624
872.8655358669348,9719347412480410197,1,3,0.38277069091794624
872.8785302261822,9719347412480410197,1,3,0.38277069091794624
872.8949001706205,9719347412480410197,1,3,0.38277069091794624
872.9103871299885,9719347412480410197,1,3,0.38277069091794624
872.9374725981615,9719347412480410197,1,3,0.38277069091794624
872.9515648228116,9719347412480410197,1,3,0.38277069091794624
872.966092214454,9719347412480410197,1,3,0.38277069091794624
872.9802841884084,9719347412480410197,1,3,0.38277069091794624
872.9945579809137,9719347412480410197,1,3,0.38277069091794624
873.0087091601454,9719347412480410197,1,3,0.38277069091794624
873.0256821080111,9719347412480410197,1,3,0.38277069091794624
873.0398706155829,9719347412480410197,1,3,0.38277069091794624
873.0678031067364,9719347412480410197,1,3,0.38277069091794624
873.0825176485814,9719347412480410197,1,3,0.38277069091794624
873.0954647236504,9719347412480410197,1,3,0.38277069091794624
873.1085922396742,9719347412480410197,1,3,0.38277069091794624
873.1365217077546,9719347412480410197,1,3,0.38277069091794624
873.1507356367074,9719347412480410197,1,3,0.38277069091794624
873.1641476578079,9719347412480410197,1,3,0.38277069091794624
873.178994122427,9719347412480410197,1,3,0.38277069091794624
873.1954731992446,9719347412480410197,1,3,0.38277069091794624
873.2109154327773,9719347412480410197,1,3,0.38277069091794624
873.224139789585,9719347412480410197,1,3,0.38277069091794624
873.252094340045,9719347412480410197,1,3,0.38277069091794624
873.2666345746256,9719347412480410197,1,3,0.38277069091794624
873.2812921241857,9719347412480410197,1,3,0.38277069091794624
873.2942266878672,9719347412480410197,1,3,0.38277069091794624
873.3077574302442,9719347412480410197,1,3,0.38277069091794624
873.3353998162784,9719347412480410197,1,3,0.38277069091794624
873.3494832874276,9719347412480410197,1,3,0.38277069091794624
873.3638100908138,9719347412480410197,1,3,0.38277069091794624
873.3773661847226,9719347412480410197,1,3,0.38277069091794624
873.39072948182,9719347412480410197,1,3,0.38277069091794624
873.4193017487414,9719347412480410197,1,3,0.38277069091794624
873.433645342011,9719347412480410197,1,3,0.38277069091794624
873.4476939928718,9719347412480410197,1,3,0.38277069091794624
873.4612732180394,9719347412480410197,1,3,0.38277069091794624
873.474948963616,9719347412480410197,1,3,0.38277069091794624
873.5034081940539,9719347412480410197,1,3,0.38277069091794624
873.5173114729114,9719347412480410197,1,3,0.38277069091794624
873.5314913340844,9719347412480410197,1,3,0.38277069091794624
873.5445578978397,9719347412480410197,1,3,0.38277069091794624
873.5583987911232,9719347412480410197,1,3,0.38277069091794624
873.5868602576666,9719347412480410197,1,3,0.38277069091794624
873.6019972008653,9719347412480410197,1,3,0.38277069091794624
873.6163491350599,9719347412480410197,1,3,0.38277069091794624
873.6301794056781,9719347412480410197,1,3,0.38277069091794624
873.6435670242645,9719347412480410197,1,3,0.38277069091794624
873.6571334195323,9719347412480410197,1,3,0.38277069091794624
873.6859483555891,9719347412480410197,1,3,0.38277069091794624
873.7006208882667,9719347412480410197,1,3,0.38277069091794624
873.7150867548771,9719347412480410197,1,3,0.38277069091794624
873.7282868218608,9719347412480410197,1,3,0.38277069091794624
873.7416530218907,9719347412480410197,1,3,0.38277069091794624
873.7688467432745,9719347412480410197,1,3,0.38277069091794624
873.7828248902224,9719347412480410197,1,3,0.38277069091794624
873.795726431068,9719347412480410197,1,3,0.38277069091794624
873.8097665174864,9719347412480410197,1,3,0.38277069091794624
873.8368551000021,9719347412480410197,1,3,0.38277069091794624
873.8514098529704,9719347412480410197,1,3,0.38277069091794624
873.8647626279853,9719347412480410197,1,3,0.38277069091794624
873.8778985100798,9719347412480410197,1,3,0.38277069091794624
873.8928346796893,9719347412480410197,1,3,0.38277069091794624
873.9066956727766,9719347412480410197,1,3,0.38277069091794624
873.9352041301318,9719347412480410197,1,3,0.38277069091794624
873.9495849316008,9719347412480410197,1,3,0.38277069091794624
873.9635406159796,9719347412480410197,1,3,0.38277069091794624
873.9768334426917,9719347412480410197,1,3,0.38277069091794624
873.990213770885,9719347412480410197,1,3,0.38277069091794624
874.0077127967961,9719347412480410197,1,3,0.38277069091794624
874.0239578620531,9719347412480410197,1,3,0.38277069091794624
874.0518290498294,9719347412480410197,1,3,0.38277069091794624
874.0668207877316,9719347412480410197,1,3,0.38277069091794624
874.0799102769233,9719347412480410197,1,3,0.38277069091794624
874.093486964237,9719347412480410197,1,3,0.38277069091794624
874.1205794005655,9719347412480410197,1,3,0.38277069091794624
874.134680420626,9719347412480410197,1,3,0.38277069091794624
874.1487645828165,9719347412480410197,1,3,0.38277069091794624
874.1650298931636,9719347412480410197,1,3,0.38277069091794624
874.1797733702697,9719347412480410197,1,3,0.38277069091794624
874.1952243228443,9719347412480410197,1,3,0.38277069091794624
874.2082979599945,9719347412480410197,1,3,0.38277069091794624
874.2359376759268,9719347412480410197,1,3,0.38277069091794624
874.2496182951145,9719347412480410197,1,3,0.38277069091794624
874.2629136103205,9719347412480410197,1,3,0.38277069091794624
874.2768793827854,9719347412480410197,1,3,0.38277069091794624
874.289603149984,9719347412480410197,1,3,0.38277069091794624
874.3195699588396,9719347412480410197,1,3,0.38277069091794624
874.3338415664621,9719347412480410197,1,3,0.38277069091794624
874.3481111093424,9719347412480410197,1,3,0.38277069091794624
874.3615718237124,9719347412480410197,1,3,0.38277069091794624
874.376216662582,9719347412480410197,1,3,0.38277069091794624
874.4041748656891,9719347412480410197,1,3,0.38277069091794624
874.4182883114554,9719347412480410197,1,3,0.38277069091794624
874.431351446081,9719347412480410197,1,3,0.38277069091794624
874.4474379797466,9719347412480410197,1,3,0.38277069091794624
874.4604174350388,9719347412480410197,1,3,0.38277069091794624
874.4755248674192,9719347412480410197,1,3,0.38277069091794624
874.4881085236557,9719347412480410197,1,3,0.38277069091794624
874.5198668357916,9719347412480410197,1,3,0.38277069091794624
874.5339773171581,9719347412480410197,1,3,0.38277069091794624
874.5482126851566,9719347412480410197,1,3,0.38277069091794624
874.5625403760932,9719347412480410197,1,3,0.38277069091794624
874.5763850822113,9719347412480410197,1,3,0.38277069091794624
874.592037584167,9719347412480410197,1,3,0.38277069091794624
874.6195574407466,9719347412480410197,1,3,0.38277069091794624
874.6340038389899,9719347412480410197,1,3,0.38277069091794624
874.6477888799272,9719347412480410197,1,3,0.38277069091794624
